"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V32","V42","V46","V49","V56","V57","V58","V59","V60","V61","V62","V64","V65","V66","V67","V68","V69","V70","V71","V73","V74","V75","V76","V78","V80","V81","V82","V83","V84","V85","V87","V88","V90","V95","V98","V100","V101","V104","V105","V111","V112","V118","V119","V123","V127","V128","V132","V135","V136","V138","V143","V147","V150","V152","V154","V160","V162","V163","V167","V171","V173","V177","V182","V183","V188","V192"
"1","CD86","MILR1","MIR155","IL12B","GBP7","FNDC7","INPP4A","KCTD12","SDC4","GSTT4","PLD4","SLAMF6","CP","CXCL10","GPR18","BTG2","JAK2","CD52","MED29","STK40","RHOQ","CLEC12A","AIF1","USP25","WTAP","MARCKS","IL2RA","CD69","FCGR2B","CCDC173","ARHGDIB","CLEC1A","SOS1","GAS7","HSPA1B","IFITM1","AHR","IFIT1","ZC3H12D","IL4I1","PNP","SLC39A1","SACM1L","MARF1","DGKH","PFKFB3","ST3GAL3","NMI","BST2","MS4A7","IL27","PITPNC1","UPP1","CTSC","EDN1","ANXA1","PSMA6","ADORA2A","CCL4","CCL3","SLC31A1","BATF","RAB12","CHORDC1","KMO","PSME2","NUPR1","SOCS3","PRDX1","TLK2","CD38","PPM1K","TMA16","LST1","PTTG1","DPYSL2","MIER3","CALHM6","IL6","ADAMTS4","TENT5A","CCL7","GFI1B","IFITM2","IFI35","ANP32A","PRELID2","ISG15","TNFAIP2","IL1B","DDX24","TNIP3","SELENOT","STXBP3","NUFIP2","CLEC2D"
