"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V63","V68","V71","V72","V77","V78","V91","V93","V94","V95","V98","V101","V103","V104","V105","V106","V108","V109","V111","V114","V115","V116","V117","V118","V119","V120","V121","V122","V123","V124","V126","V127","V129","V130","V131","V133","V135","V136","V139","V145","V146","V147","V149","V150","V153","V156","V157","V159","V160","V162","V163","V164","V166","V171","V172","V174","V177","V180","V181","V184","V187","V188","V193","V195","V196","V199","V201","V203","V205","V207","V208","V211","V217","V218","V221","V222","V232","V238","V246","V247","V249","V261","V263","V264","V266","V267","V269","V272","V273","V275","V278","V279","V280","V281","V285","V289","V290","V294","V298","V300","V302","V303","V304","V305","V307","V309","V310","V312","V313","V314","V315","V316","V317","V320","V321","V322","V323","V325"
"1","PRKCD","FNDC3A","TRIB1","PLBD2","RAB11FIP1","KCNQ1OT1","HIVEP1","HIVEP3","ST3GAL1","LNPEP","NR1D1","EHD1","ATG2A","REL","TNFSF8","LITAF","GPR132","CCR9","GRIPAP1","ZHX2","DUSP2","TM9SF4","TBL1X","ZYX","CHPF","PIM1","TRAFD1","GEM","KIF3B","SLC38A7","SSC5D","IGF2R","NFKBIE","TNFAIP3","PTPN22","DUSP16","ITGAX","UTY","IFT57","CFAP45","ITGA4","TRAF1","CAMK2A","LENG8","IL2RG","MALT1","AGPAT4","P2RY2","MAPK6","MCOLN2","SLC25A37","ARMC7","EZR","AKAP13","CSF1","SQSTM1","FBXO40","BRWD3","DOCK4","ATP2B4","LPIN2","PRKCG","SLC11A1","SPATA13","LPAR1","HMOX1","PIP5K1C","ABCA3","SETDB2","TREML4","ATR","PIP4P2","MINK1","FOS","B3GNT2","ENG","PTAFR","ZSWIM4","IL12RB2","YPEL2","SLC39A4","FOXP4","TXLNB","CALCRL","TMEM26","ESR1","LRRC63","EFNA2","PLEKHM3","SECISBP2L","ACSS2","NOD2","CCDC171","ICAM1","PLPP3","EGR2","PPFIBP2","RELB","DOCK10","ZBTB37","SNN","GRK3","NFKB2","ARHGAP31","MDM4","NFKBID","RFFL","TSPOAP1","TNIP1","TRIM14","PRDM10","PIK3R5","CARMIL1","MTMR14","LYST","JARID2","MYOF","AP3B1","PRDM1","SWAP70","ADAM17","HVCN1","NLRP3","NADK","CDK6","CEP170","PTGIR","FGR","RGS16","ZC3HAV1","LYN","AIRN","MTMR12","SLC7A11","CISH","CLEC4E","NDRG1","MOB1A","LGALS3BP","ARL5C","ABCC5","RHBDF2","ANGPT1","MAPKBP1","LIPE","GOLGA3","PRKAB2","MTMR7","ADHFE1","BTBD11","TRAM2","KAT2A","HSD17B7","TAOK3","TJP2","PLXND1","TNC","RALGAPA2","MID1","MYCL","DPEP3","CCDC146","AK4","IRAK2","ZKSCAN8","USB1","FLT1","ADRA1A","INSYN2B","TRPS1","TRIM36"
