"","x"
"1351","Pilrb1"
"1352","Pilrb2"
"1353","C130050O18Rik"
"1354","Micall2"
"1355","Mafk"
"1356","Brat1"
"1357","Fscn1"
"1358","Zfp316"
"1359","Usp42"
"1360","Usp12"
"1361","Flt1"
"1362","Rfc3"
"1363","Gm20559"
"1364","Samd9l"
"1365","Gng11"
"1366","Gpr85"
"1367","Mdfic"
"1368","St7"
"1369","Zfp800"
"1370","Lrrc4"
"1371","Hilpda"
"1372","Irf5"
"1373","Tspan33"
"1374","Mest"
"1375","Plxna4os1"
"1376","Tmem140"
"1377","Zc3hav1"
"1378","Parp12"
"1379","4930599N23Rik"
"1380","Kdm7a"
"1381","Slc37a3"
"1382","Rab19"
"1383","Casp2"
"1384","Zyx"
"1385","Epha1"
"1386","Tpk1"
"1387","Zfp212"
"1388","Zfp777"
"1389","Tmem176b"
"1390","Tmem176a"
"1391","Tra2a"
"1392","Npy"
"1393","Osbpl3"
"1394","Snx10"
"1395","Creb5"
"1396","Chn2"
"1397","Nod1"
"1398","Ggct"
"1399","Nt5c3"
"1400","Ppm1k"
"1401","Herc6"
"1402","Tnip3"
"1403","Gadd45a"
"1404","Il12rb2"
"1405","Eif2ak3"
"1406","Polr1a"
"1407","Sh2d6"
"1408","Dok1"
"1409","Loxl3"
"1410","Htra2"
"1411","Sfxn5"
"1412","Rab11fip5"
"1413","Mxd1"
"1414","Prokr1"
"1415","Eogt"
"1416","Foxp1"
"1417","Eif4e3"
"1418","Crbn"
"1419","Itpr1"
"1420","Pparg"
"1421","Plxnd1"
"1422","Tmcc1"
"1423","Rassf4"
"1424","Depp1"
"1425","Zfp248"
"1426","Usp18"
"1427","Clec4a1"
"1428","Clec4a3"
"1429","Clec4b1"
"1430","Clec4a2"
"1431","C1rl"
"1432","C1ra"
"1433","Eno2"
"1434","Nop2"
"1435","Tapbpl"
"1436","Tnfrsf1a"
"1437","Ccnd2"
"1438","Parp11"
"1439","Gm15987"
"1440","Cd69"
"1441","Clec9a"
"1442","Olr1"
"1443","Klrk1"
"1444","Etv6"
"1445","Dusp16"
"1446","Emp1"
"1447","Ptpro"
"1448","Eps8"
"1449","Etnk1"
"1450","Gm10388"
"1451","Resf1"
"1452","Myadm"
"1453","Prkcg"
"1454","Tarm1"
"1455","Tnni3"
"1456","Dnaaf3"
"1457","Tmem86b"
"1458","Ppp6r1"
"1459","Ssc5d"
"1460","Zfp324"
"1461","Pla2g4c"
"1462","Arhgap35"
"1463","Eml2"
"1464","Opa3"
"1465","Vasp"
"1466","Cd3eap"
"1467","Ppp1r13l"
"1468","Bcl3"
"1469","Pvr"
"1470","Irgq"
"1471","Pou2f2"
"1472","Zfp526"
"1473","Axl"
"1474","BC024978"
"1475","Itpkc"
"1476","Numbl"
"1477","Sertad3"
"1478","Sertad1"
"1479","Zfp60"
"1480","Zfp607a"
"1481","Plekhg2"
"1482","Zfp566"
"1483","Zfp382"
"1484","Zfp146"
"1485","Arhgap33"
"1486","Usf2"
"1487","Gramd1a"
"1488","Cebpa"
"1489","1600014C10Rik"
"1490","Zfp141"
"1491","Zfp715"
"1492","Siglecf"
"1493","Vsig10l"
"1494","Zfp719"
"1495","Siglece"
"1496","Ctu1"
"1497","2410002F23Rik"
"1498","Nup62"
"1499","Il4i1"
"1500","Akt1s1"
"1501","Flt3l"
"1502","Trpm4"
"1503","Hrc"
"1504","Ppfia3"
"1505","Gys1"
"1506","Plekha4"
"1507","Grwd1"
"1508","Saa3"
"1509","Atp10a"
"1510","Mphosph10"
"1511","Chsy1"
"1512","Arrdc4"
"1513","Isg20"
"1514","Ticrr"
"1515","Whamm"
"1516","Tmc3"
"1517","Stard5"
"1518","Il16"
"1519","Tlnrd1"
"1520","Abhd17c"
"1521","Ctsc"
"1522","Tenm4"
"1523","Capn5"
"1524","Acer3"
"1525","Tsku"
"1526","Uvrag"
"1527","Neu3"
"1528","Lipt2"
"1529","Relt"
"1530","P2ry2"
"1531","Art2a"
"1532","Il18bp"
"1533","Trim21"
"1534","Trim34a"
"1535","Trim12a"
"1536","Gm15133"
"1537","Trim12c"
"1538","Trim30b"
"1539","Trim30c"
"1540","Trim30a"
"1541","Trim30d"
"1542","Gvin2"
"1543","Gvin1"
"1544","Gm8995"
"1545","Gvin3"
"1546","Ppfibp2"
"1547","Nlrp10"
"1548","Swap70"
"1549","Ampd3"
"1550","Gprc5b"
"1551","Polr3e"
"1552","Cdr2"
"1553","Arhgap17"
"1554","Il21r"
"1555","Il27"
"1556","Tmem219"
"1557","Spn"
"1558","Sephs2"
"1559","Itgal"
"1560","Zfp689"
"1561","B130055M24Rik"
"1562","Itgax"
"1563","9130023H24Rik"
"1564","Mcmbp"
"1565","Tacc2"
"1566","Chst15"
"1567","Ptpre"
"1568","5830432E09Rik"
"1569","Ifitm5"
"1570","Ifitm1"
"1571","Ifitm6"
"1572","Irf7"
"1573","Slc25a22"
"1574","Kcnq1ot1"
"1575","Tnfrsf26"
"1576","Ccnd1"
"1577","Mcemp1"
"1578","Irs2"
"1579","Ing1"
"1580","Arhgef7"
"1581","F10"
"1582","Rasa3"
"1583","Plat"
"1584","Ap3m2"
"1585","Kat6a"
"1586","Htra4"
"1587","Plekha2"
"1588","Nsd3"
"1589","Zfp703"
"1590","Rab11fip1"
"1591","Eif4ebp1"
"1592","Gsr"
"1593","Ppp1r3b"
"1594","Prag1"
"1595","Lonrf1"
"1596","Mtmr7"
"1597","Pdgfrl"
"1598","Mtus1"
"1599","B430010I23Rik"
"1600","Tlr3"
"1601","Ankrd37"
"1602","Casp3"
"1603","Gm16675"
"1604","Irf2"
"1605","Mfap3l"
"1606","Palld"
"1607","4930512H18Rik"
"1608","Ddx60"
"1609","Gm15354"
"1610","Nat2"
"1611","Zfp930"
"1612","Slc25a42"
"1613","Armc6"
"1614","Sugp2"
"1615","Ell"
"1616","Lrrc25"
"1617","Gdf15"
"1618","Jund"
"1619","Rab3a"
"1620","Mast3"
"1621","Il12rb1"
"1622","Arrdc2"
"1623","Nr2f6"
"1624","Ankle1"
"1625","Hsh2d"
"1626","Gm17435"
"1627","Il15"
"1628","Tbc1d9"
"1629","Elmod2"
"1630","Il27ra"
"1631","Zswim4"
"1632","Ier2"
"1633","Nfix"
"1634","Dand5"
"1635","Mast1"
"1636","Dnaja2"
"1637","N4bp1"
"1638","Chd9"
"1639","Mt2"
"1640","Herpud1"
"1641","9330175E14Rik"
"1642","Nlrc5"
"1643","Ccl22"
"1644","Cx3cl1"
"1645","Usb1"
"1646","Cdh5"
"1647","Ranbp10"
"1648","Psmb10"
"1649","Dpep3"
"1650","Utp4"
"1651","Nip7"
"1652","Nob1"
"1653","Hp"
"1654","Phlpp2"
"1655","Exosc6"
"1656","Mlkl"
"1657","Wdr59"
"1658","Znrf1"
"1659","Adat1"
"1660","Cdyl2"
"1661","Osgin1"
"1662","6430548M08Rik"
"1663","Irf8"
"1664","Fbxo31"
"1665","Zcchc14"
"1666","Mvd"
"1667","Casp1"
"1668","Casp4"
"1669","Casp12"
"1670","Mmp13"
"1671","Birc2"
"1672","Sesn3"
"1673","Endod1"
"1674","Zfp558"
"1675","Shfl"
"1676","Ppan"
"1677","S1pr2"
"1678","Keap1"
"1679","Cdkn2d"
"1680","AB124611"
"1681","Acp5"
"1682","Dpy19l1"
"1683","Herpud2"
"1684","Ets1"
"1685","Hyls1"
"1686","Slc37a2"
"1687","Vwa5a"
"1688","Tbcel"
"1689","Oaf"
"1690","C2cd2l"
"1691","H2ax"
"1692","Bcl9l"
"1693","Bco2"
"1694","Zc3h12c"
"1695","Atm"
"1696","Dmxl2"
"1697","Pstpip1"
"1698","1700017B05Rik"
"1699","Csk"
"1700","Pml"
"1701","Stoml1"
"1702","Uaca"
"1703","Tle3"
"1704","Anp32a"
"1705","Smad3"
"1706","Dennd4a"
"1707","Parp16"
"1708","Pif1"
"1709","Rab8b"
"1710","Tmod3"
"1711","Gclc"
"1712","Phip"
"1713","Hmgn3"
"1714","Tent5a"
"1715","Snhg5"
"1716","Bcl2a1d"
"1717","Bcl2a1a"
"1718","Tbc1d2b"
"1719","Xrn1"
"1720","Armc8"
"1721","Ppp2r3a"
"1722","Tlr9"
"1723","Alas1"
"1724","Parp3"
"1725","Uba7"
"1726","Cdhr4"
"1727","Amigo3"
"1728","Bsn"
"1729","Celsr3"
"1730","Trex1"
"1731","Klhl18"
"1732","Kif9"
"1733","Als2cl"
"1734","Ccrl2"
"1735","Epm2aip1"
"1736","Bcl2a1c"
"1737","Tmppe"
"1738","Cmtm6"
"1739","Azi2"
"1740","Itga9"
"1741","Plcd1"
"1742","Myd88"
"1743","Csrnp1"
"1744","Cx3cr1"
"1745","Sec22c"
"1746","Ss18l2"
"1747","Ccr3"
"1748","Pim2"
"1749","Lancl3"
"1750","Bcor"
"1751","Cask"
"1752","Chst7"
"1753","Wdr44"
"1754","Il13ra1"
"1755","Bcorl1"
"1756","Rap2c"
"1757","A630012P03Rik"
"1758","Phf6"
"1759","Ints6l"
"1760","Mtm1"
"1761","Zfp275"
"1762","Mpp1"
"1763","Prkx"
"1764","Tasl"
"1765","Pdk3"
"1766","F630028O10Rik"
"1767","Stard8"
"1768","Gdpd2"
"1769","Il2rg"
"1770","Nono"
"1771","Ftx"
"1772","Tlr13"
"1773","Armcx6"
"1774","Bhlhb9"
"1775","Iqsec2"
"1776","Klf8"
"1777","Ptchd1"
"1778","Rab9"
"1779","Tlr7"
"1780","Mid1"
"1781","G530011O06Rik"
"1782","Erdr1"
